age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,order_month,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
30.0,4.8,cloudy,medium,2,meal,scooter,2.0,no,metropolitian,39,4,1,10.0,evening,12.419850660252768,long
28.0,4.6,fog,low,0,snack,motorcycle,1.0,no,urban,24,4,1,5.0,night,19.688308620509062,very_long
24.0,4.9,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,27,3,0,15.0,evening,9.121036990826918,medium
30.0,5.0,fog,low,0,buffet,motorcycle,0.0,no,,37,3,0,10.0,night,10.880951367269885,long
39.0,4.8,sandstorms,low,2,drinks,motorcycle,1.0,no,metropolitian,23,3,0,15.0,morning,3.058697313879674,short
39.0,4.7,stormy,high,1,snack,motorcycle,1.0,no,metropolitian,27,3,0,5.0,afternoon,6.232373129283698,medium
32.0,4.8,fog,jam,0,snack,motorcycle,,no,metropolitian,44,3,1,10.0,night,20.20634606758301,very_long
34.0,5.0,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,28,3,0,10.0,evening,4.596477246826326,short
36.0,3.5,stormy,jam,1,meal,motorcycle,0.0,no,metropolitian,40,4,0,5.0,evening,12.099096916817198,long
20.0,4.6,stormy,jam,2,buffet,scooter,,no,metropolitian,29,3,0,10.0,evening,12.117044368866695,long
33.0,4.6,sunny,medium,0,meal,motorcycle,0.0,no,metropolitian,21,2,0,10.0,afternoon,,
28.0,4.5,cloudy,low,1,drinks,scooter,1.0,no,urban,27,2,1,5.0,night,,
37.0,4.7,windy,low,1,buffet,motorcycle,1.0,no,metropolitian,20,3,0,5.0,night,16.90165909457258,very_long
33.0,4.7,sandstorms,jam,1,meal,scooter,1.0,no,urban,27,4,1,10.0,night,4.5890994584359515,short
35.0,4.6,stormy,low,1,drinks,scooter,1.0,no,metropolitian,23,3,1,5.0,night,16.902909983695867,very_long
33.0,4.8,sandstorms,high,0,meal,motorcycle,1.0,no,metropolitian,45,3,0,10.0,morning,3.025098484224574,short
38.0,4.7,windy,medium,2,drinks,motorcycle,1.0,no,metropolitian,27,2,1,5.0,evening,4.494291162003504,short
33.0,4.5,cloudy,low,2,meal,motorcycle,1.0,no,urban,15,2,0,10.0,morning,3.027240950170619,short
28.0,4.4,cloudy,jam,1,drinks,motorcycle,1.0,no,metropolitian,31,3,0,10.0,evening,11.919755989352295,long
22.0,4.6,sandstorms,low,2,buffet,scooter,0.0,no,metropolitian,16,3,0,5.0,morning,3.0188245695177898,short
28.0,4.9,windy,low,1,buffet,scooter,1.0,no,metropolitian,15,3,1,10.0,,9.055525276451307,medium
31.0,4.8,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,52,2,1,15.0,evening,19.83935367946772,very_long
39.0,4.1,cloudy,jam,2,buffet,motorcycle,1.0,no,semi-urban,48,4,0,10.0,evening,16.59866734050554,very_long
34.0,4.6,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,28,4,0,5.0,night,11.916705005077658,long
24.0,4.7,sunny,medium,2,meal,scooter,1.0,no,metropolitian,15,2,1,10.0,evening,7.7191763867423395,medium
31.0,4.4,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,35,3,0,5.0,night,13.830131455506187,long
26.0,4.8,sunny,medium,1,drinks,scooter,1.0,no,metropolitian,11,2,1,10.0,evening,20.0689200615946,very_long
34.0,4.9,stormy,medium,1,drinks,scooter,0.0,no,metropolitian,23,3,1,10.0,evening,20.176811965426133,very_long
38.0,4.5,sandstorms,jam,2,snack,electric_scooter,0.0,no,metropolitian,36,3,0,15.0,night,19.975696041451314,very_long
,,stormy,low,0,drinks,motorcycle,0.0,no,,23,3,0,,,20.17903332454877,very_long
30.0,4.6,sunny,medium,0,buffet,motorcycle,,no,metropolitian,22,4,0,15.0,evening,4.674181485440602,short
34.0,4.8,stormy,medium,2,snack,electric_scooter,0.0,no,urban,20,3,0,10.0,evening,17.097972349714006,very_long
28.0,4.5,sandstorms,low,0,buffet,motorcycle,0.0,no,metropolitian,20,2,1,10.0,morning,1.4981379318478807,short
39.0,4.9,sandstorms,low,1,meal,motorcycle,1.0,no,urban,18,3,0,5.0,night,12.099251698246315,long
23.0,5.0,windy,medium,2,snack,scooter,1.0,no,urban,18,3,0,5.0,evening,10.868262820109699,long
25.0,4.8,sunny,medium,2,snack,motorcycle,1.0,no,urban,10,2,0,5.0,afternoon,,
37.0,5.0,stormy,high,1,buffet,motorcycle,1.0,no,metropolitian,29,4,0,10.0,morning,6.1186308844114,medium
24.0,4.7,fog,high,1,snack,scooter,1.0,no,urban,21,3,0,15.0,morning,3.0405415100027917,short
27.0,4.3,sunny,high,0,meal,motorcycle,2.0,no,metropolitian,45,3,0,15.0,afternoon,6.2106184931214035,medium
26.0,4.7,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,28,3,1,10.0,evening,10.564987742503256,long
20.0,4.9,sunny,low,2,drinks,scooter,0.0,no,urban,16,4,0,5.0,morning,1.5126653201046323,short
29.0,4.9,cloudy,low,2,drinks,scooter,,no,urban,14,3,0,10.0,morning,3.064002956584147,short
38.0,4.6,stormy,low,1,snack,motorcycle,1.0,no,metropolitian,22,2,0,10.0,night,12.35228618251577,long
28.0,4.6,windy,jam,1,buffet,scooter,1.0,no,metropolitian,15,3,0,15.0,evening,4.663545220952834,short
27.0,4.4,windy,jam,0,drinks,motorcycle,0.0,no,metropolitian,34,4,1,15.0,night,12.42069253996503,long
35.0,4.8,stormy,medium,1,snack,scooter,1.0,no,metropolitian,29,3,0,5.0,afternoon,7.772466272035551,medium
33.0,4.0,sandstorms,jam,2,snack,scooter,2.0,no,metropolitian,34,2,0,5.0,evening,8.952838725882883,medium
37.0,4.9,windy,jam,0,meal,motorcycle,1.0,no,metropolitian,30,3,0,10.0,evening,9.193520993944182,medium
29.0,4.8,cloudy,low,2,buffet,motorcycle,1.0,no,metropolitian,19,3,1,10.0,night,7.790401360105752,medium
30.0,3.7,windy,jam,2,meal,scooter,2.0,yes,metropolitian,44,3,0,15.0,evening,10.757050667280428,long
,,windy,medium,0,snack,motorcycle,,no,urban,42,2,1,,,10.806593198697147,long
29.0,4.9,windy,medium,2,meal,electric_scooter,1.0,no,metropolitian,24,3,0,5.0,evening,16.72143013885536,very_long
34.0,5.0,windy,low,0,meal,motorcycle,0.0,no,metropolitian,26,3,0,10.0,night,20.206901465513607,very_long
24.0,4.7,sunny,jam,0,meal,motorcycle,1.0,no,metropolitian,28,2,1,5.0,evening,19.47148556934433,very_long
36.0,4.6,cloudy,low,0,snack,motorcycle,1.0,no,metropolitian,43,3,1,10.0,night,16.381598593369365,very_long
28.0,4.6,windy,high,1,buffet,scooter,0.0,no,metropolitian,29,3,0,5.0,morning,6.209735433842075,medium
22.0,4.7,windy,low,1,buffet,motorcycle,0.0,no,metropolitian,15,3,0,10.0,morning,3.0251492856775037,short
29.0,4.8,fog,low,0,buffet,motorcycle,,no,urban,23,3,1,15.0,morning,1.5204319193295497,short
25.0,4.6,cloudy,low,1,drinks,scooter,0.0,no,metropolitian,15,3,0,5.0,night,9.121036990826918,medium
38.0,4.6,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,40,3,1,10.0,night,19.917248415728803,very_long
35.0,4.8,sandstorms,jam,2,buffet,electric_scooter,1.0,no,urban,27,3,0,15.0,night,13.582342704260105,long
27.0,4.6,stormy,jam,2,drinks,motorcycle,1.0,no,metropolitian,24,2,0,10.0,night,,
30.0,5.0,windy,jam,2,snack,motorcycle,0.0,no,metropolitian,27,4,0,15.0,evening,4.663187802146825,short
31.0,4.4,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,25,2,1,5.0,night,,
27.0,4.9,sandstorms,high,1,meal,scooter,0.0,no,urban,20,3,1,5.0,morning,1.4895293820617894,short
36.0,4.9,sunny,jam,0,meal,motorcycle,1.0,no,urban,27,3,0,5.0,night,7.684168603439756,medium
36.0,4.8,sunny,jam,1,meal,scooter,1.0,no,metropolitian,29,4,0,10.0,evening,16.601408334261674,very_long
26.0,4.9,windy,jam,2,meal,electric_scooter,0.0,no,metropolitian,19,3,0,10.0,evening,10.881249731552508,long
33.0,4.3,sandstorms,high,0,buffet,motorcycle,1.0,no,metropolitian,39,3,0,15.0,morning,3.104782360921429,short
,,sunny,low,1,buffet,motorcycle,1.0,no,metropolitian,12,3,0,,,4.537516076226438,short
36.0,4.2,fog,high,2,buffet,motorcycle,1.0,no,metropolitian,31,3,0,10.0,morning,3.1161272207711526,short
23.0,5.0,windy,medium,1,drinks,motorcycle,1.0,no,metropolitian,26,3,1,5.0,afternoon,7.546781220484458,medium
30.0,4.8,windy,high,2,meal,motorcycle,0.0,no,metropolitian,27,3,0,15.0,morning,1.5323511358881128,short
29.0,4.7,sunny,jam,2,drinks,scooter,1.0,no,metropolitian,12,3,0,10.0,evening,12.237791615217148,long
23.0,4.5,fog,low,0,buffet,motorcycle,1.0,no,urban,18,3,0,5.0,night,4.596543327364382,short
39.0,4.4,fog,medium,2,buffet,scooter,2.0,no,metropolitian,44,2,0,10.0,afternoon,12.108706523152946,long
26.0,4.6,cloudy,low,1,buffet,scooter,1.0,,urban,12,3,0,15.0,morning,1.5368199501604665,short
28.0,5.0,fog,medium,1,snack,motorcycle,0.0,no,metropolitian,16,3,0,15.0,afternoon,4.537860442229041,short
30.0,4.9,stormy,low,2,snack,scooter,1.0,no,metropolitian,24,3,0,5.0,morning,3.1162419915691593,short
28.0,4.0,cloudy,medium,2,meal,motorcycle,1.0,no,metropolitian,38,3,0,5.0,afternoon,10.428102699087153,long
24.0,4.6,stormy,jam,1,meal,scooter,0.0,no,metropolitian,17,4,1,10.0,night,7.761780026108867,medium
37.0,4.4,fog,jam,2,drinks,motorcycle,1.0,no,metropolitian,34,3,1,5.0,evening,9.177484636525243,medium
22.0,4.4,cloudy,medium,1,snack,scooter,1.0,no,metropolitian,36,3,0,15.0,afternoon,10.565262855251525,long
37.0,4.2,sandstorms,medium,0,drinks,motorcycle,2.0,no,metropolitian,35,4,0,10.0,evening,19.618630653002526,very_long
20.0,4.8,sunny,jam,2,buffet,motorcycle,,no,metropolitian,18,3,0,5.0,night,12.074047498027575,long
22.0,5.0,sandstorms,jam,0,buffet,motorcycle,0.0,no,,15,3,1,10.0,evening,9.07434222926449,medium
31.0,5.0,windy,medium,1,meal,scooter,0.0,no,metropolitian,32,3,0,15.0,afternoon,4.469351491411031,short
38.0,4.9,windy,low,1,snack,scooter,0.0,no,urban,23,3,0,5.0,night,13.682164847733755,long
35.0,5.0,sunny,medium,1,buffet,scooter,0.0,no,urban,17,4,1,15.0,afternoon,8.940047176804278,medium
22.0,5.0,stormy,low,2,buffet,scooter,1.0,no,urban,15,3,0,15.0,night,4.537601588065108,short
38.0,4.6,cloudy,low,2,drinks,electric_scooter,1.0,no,urban,16,3,1,15.0,night,4.5384079078628705,short
30.0,4.8,fog,low,2,meal,electric_scooter,0.0,no,metropolitian,29,3,0,15.0,night,10.58713106938149,long
26.0,4.4,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,34,3,0,5.0,evening,12.236322809891128,long
23.0,5.0,cloudy,low,1,drinks,scooter,1.0,no,urban,26,3,1,5.0,night,10.725127399399225,long
37.0,4.4,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,47,3,0,5.0,night,17.074904296042025,very_long
20.0,4.6,windy,jam,1,snack,scooter,1.0,no,metropolitian,24,3,0,10.0,night,13.771140253368426,long
29.0,3.8,sunny,jam,0,buffet,motorcycle,2.0,no,metropolitian,46,3,0,10.0,evening,4.610621612645187,short
35.0,5.0,cloudy,jam,1,meal,scooter,1.0,no,metropolitian,39,4,0,10.0,evening,10.72414547103075,long
38.0,4.4,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,53,3,0,5.0,evening,12.46418980459368,long
26.0,4.9,cloudy,low,0,buffet,motorcycle,0.0,no,urban,19,4,0,15.0,night,,
32.0,4.5,sandstorms,medium,2,snack,scooter,1.0,no,urban,26,3,0,10.0,evening,20.851771383105145,very_long
22.0,4.9,stormy,high,2,buffet,motorcycle,1.0,no,metropolitian,25,3,0,15.0,morning,3.0732024062611822,short
29.0,4.8,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,41,4,1,10.0,evening,11.916705005077658,long
33.0,4.9,sunny,low,2,buffet,scooter,1.0,no,metropolitian,10,4,1,10.0,night,7.763102784727143,medium
21.0,4.8,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,29,2,1,5.0,afternoon,,
21.0,4.6,cloudy,low,1,snack,scooter,1.0,no,metropolitian,18,4,0,15.0,morning,3.0408931296411703,short
26.0,4.2,cloudy,high,1,drinks,motorcycle,,no,metropolitian,33,3,1,10.0,morning,1.529622754840466,short
29.0,4.2,windy,low,0,meal,motorcycle,1.0,no,urban,28,3,1,5.0,morning,3.10533227339685,short
37.0,4.0,cloudy,jam,2,drinks,scooter,2.0,no,metropolitian,37,3,0,15.0,night,13.787803344501583,long
29.0,4.5,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,27,3,0,10.0,night,13.76661690820274,long
25.0,4.8,stormy,medium,0,drinks,motorcycle,1.0,no,metropolitian,28,2,1,15.0,afternoon,5.8604999332882075,medium
,,,,3,drinks,motorcycle,1.0,no,metropolitian,28,4,0,,,4.537513326842717,short
22.0,4.2,fog,jam,2,snack,motorcycle,2.0,yes,metropolitian,40,4,0,15.0,evening,19.890503583967206,very_long
25.0,4.5,windy,jam,2,buffet,electric_scooter,0.0,no,urban,17,3,1,5.0,evening,19.882650147415998,very_long
26.0,4.7,stormy,low,1,drinks,scooter,0.0,,metropolitian,10,3,1,15.0,morning,3.1089751947120248,short
,,stormy,jam,2,snack,electric_scooter,1.0,no,metropolitian,40,3,1,,,13.61116354777465,long
26.0,5.0,sunny,medium,1,buffet,motorcycle,1.0,no,metropolitian,15,3,0,15.0,afternoon,10.868244074540835,long
20.0,5.0,sunny,medium,1,meal,scooter,0.0,no,urban,12,4,0,5.0,afternoon,5.9587562421893265,medium
30.0,4.9,stormy,low,2,snack,electric_scooter,1.0,no,metropolitian,26,3,0,15.0,morning,1.5293087736834532,short
20.0,5.0,fog,jam,2,drinks,motorcycle,1.0,no,metropolitian,31,3,0,10.0,night,9.31397992220267,medium
39.0,4.9,fog,medium,0,snack,motorcycle,1.0,no,metropolitian,44,2,1,15.0,afternoon,20.968415504249997,very_long
28.0,4.5,sandstorms,medium,2,snack,scooter,1.0,no,metropolitian,28,4,0,10.0,afternoon,19.688340311678566,very_long
31.0,4.8,sunny,medium,2,buffet,scooter,1.0,no,metropolitian,24,3,0,10.0,evening,7.790439155314363,medium
38.0,4.9,sunny,medium,1,drinks,motorcycle,0.0,no,metropolitian,29,3,0,5.0,afternoon,10.602417764362079,long
,,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,18,3,0,10.0,night,10.868667520702992,long
32.0,4.8,fog,jam,0,snack,motorcycle,1.0,no,metropolitian,42,2,1,15.0,evening,,
20.0,4.7,stormy,medium,1,meal,scooter,1.0,no,urban,29,2,0,15.0,afternoon,8.929003109241874,medium
38.0,4.7,windy,low,2,buffet,scooter,1.0,no,metropolitian,28,2,0,5.0,night,10.416963824321584,long
35.0,4.7,sunny,high,0,meal,motorcycle,1.0,no,metropolitian,26,3,0,15.0,afternoon,6.147383751705428,medium
20.0,4.7,fog,low,1,meal,motorcycle,0.0,no,metropolitian,17,2,0,10.0,morning,2.996194246947018,short
23.0,4.9,cloudy,low,1,drinks,scooter,1.0,no,metropolitian,13,3,0,15.0,morning,1.5295062057776052,short
33.0,4.9,cloudy,low,2,snack,motorcycle,0.0,no,metropolitian,18,3,1,10.0,morning,3.1162419915691593,short
30.0,4.6,sunny,medium,0,snack,motorcycle,0.0,no,metropolitian,27,3,0,15.0,evening,7.450285845946469,medium
29.0,4.0,windy,low,0,drinks,motorcycle,0.0,no,metropolitian,24,3,0,10.0,morning,1.5147814055665174,short
35.0,4.6,stormy,jam,2,snack,scooter,1.0,no,metropolitian,33,3,0,10.0,night,9.220881802736846,medium
24.0,5.0,sunny,low,0,drinks,motorcycle,1.0,no,urban,12,3,0,15.0,night,7.450185408246093,medium
38.0,4.8,stormy,jam,1,buffet,motorcycle,1.0,no,metropolitian,34,4,0,15.0,night,4.537989684962583,short
34.0,4.5,sunny,low,1,buffet,motorcycle,0.0,no,metropolitian,16,3,0,10.0,night,19.972929947942482,very_long
22.0,4.7,cloudy,jam,1,meal,scooter,0.0,no,metropolitian,31,3,0,10.0,night,9.19040310530244,medium
35.0,4.5,sunny,medium,2,snack,scooter,0.0,no,urban,27,4,1,15.0,evening,13.612594236925657,long
39.0,4.7,cloudy,low,1,snack,scooter,1.0,no,metropolitian,18,2,1,10.0,morning,3.08821143106593,short
25.0,4.6,fog,jam,2,snack,scooter,1.0,no,metropolitian,38,3,1,10.0,night,10.707144604562082,long
35.0,4.8,stormy,low,2,snack,scooter,1.0,no,metropolitian,23,3,0,5.0,night,,
37.0,4.9,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,35,3,0,10.0,evening,12.41960204102968,long
27.0,4.6,windy,jam,1,meal,motorcycle,0.0,no,metropolitian,19,3,0,15.0,night,,
39.0,5.0,stormy,medium,1,meal,scooter,1.0,no,urban,26,3,1,15.0,afternoon,6.080882967594328,medium
21.0,4.7,stormy,jam,0,buffet,motorcycle,0.0,no,metropolitian,39,3,0,15.0,night,16.60096646627219,very_long
31.0,4.6,fog,jam,0,snack,motorcycle,0.0,no,metropolitian,28,3,0,5.0,night,4.588898780683796,short
34.0,4.9,stormy,jam,0,snack,motorcycle,1.0,no,metropolitian,37,3,0,15.0,evening,10.64157247728437,long
24.0,5.0,fog,jam,1,snack,scooter,0.0,no,metropolitian,27,4,0,15.0,night,9.326829542520468,medium
23.0,4.6,sandstorms,jam,2,meal,electric_scooter,1.0,no,urban,21,3,0,5.0,evening,7.448298968601334,medium
20.0,4.4,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,34,2,0,5.0,night,,
30.0,4.7,windy,medium,0,drinks,motorcycle,0.0,no,urban,26,2,0,15.0,evening,7.49036393357073,medium
37.0,4.4,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,36,3,0,10.0,evening,19.76027880154466,very_long
37.0,4.8,windy,low,2,meal,scooter,1.0,no,metropolitian,29,4,0,15.0,morning,3.040688634015558,short
38.0,4.2,cloudy,jam,2,meal,scooter,1.0,no,metropolitian,43,2,0,10.0,evening,10.570246921645689,long
30.0,4.9,windy,high,1,meal,scooter,0.0,no,metropolitian,28,3,0,5.0,morning,1.554506332708861,short
39.0,4.6,windy,low,1,meal,scooter,0.0,no,urban,26,3,0,5.0,morning,1.5544659606035225,short
35.0,4.8,cloudy,high,0,drinks,motorcycle,1.0,no,metropolitian,31,3,1,15.0,morning,3.0605561405264683,short
38.0,4.8,sunny,high,2,snack,scooter,0.0,no,urban,15,4,0,15.0,morning,3.029527086813746,short
31.0,4.1,stormy,medium,0,snack,motorcycle,1.0,no,metropolitian,32,3,0,5.0,evening,4.657987774595949,short
21.0,4.6,fog,low,0,snack,motorcycle,,no,metropolitian,23,4,0,5.0,night,12.417115998944011,long
33.0,,cloudy,jam,1,snack,motorcycle,1.0,no,metropolitian,46,2,0,10.0,evening,,
26.0,4.6,sunny,low,0,meal,motorcycle,0.0,no,urban,16,3,1,5.0,morning,1.5580772559330351,short
22.0,4.0,stormy,low,0,buffet,motorcycle,1.0,no,metropolitian,24,3,1,15.0,night,9.326616348118742,medium
26.0,4.6,fog,high,1,snack,scooter,1.0,no,metropolitian,26,2,0,5.0,morning,,
38.0,3.6,stormy,jam,2,snack,electric_scooter,1.0,no,metropolitian,40,3,0,15.0,evening,19.975696041451314,very_long
37.0,4.7,sandstorms,low,2,snack,scooter,0.0,no,metropolitian,19,4,0,5.0,night,13.830016226508704,long
27.0,4.7,sunny,high,2,drinks,scooter,1.0,no,metropolitian,18,3,0,15.0,afternoon,6.2099764507053274,medium
28.0,4.8,windy,low,2,buffet,scooter,0.0,no,metropolitian,19,3,1,10.0,morning,1.5523012503298028,short
31.0,4.4,windy,medium,0,drinks,motorcycle,0.0,no,metropolitian,38,2,1,10.0,afternoon,4.6819181980021165,short
36.0,4.6,cloudy,low,1,buffet,motorcycle,0.0,no,metropolitian,19,3,0,15.0,,7.64537402705469,medium
22.0,4.6,sunny,high,2,snack,electric_scooter,,no,metropolitian,12,3,1,15.0,afternoon,5.958963420481106,medium
36.0,4.5,fog,low,0,snack,motorcycle,0.0,no,metropolitian,26,3,1,15.0,morning,3.104463374954771,short
38.0,4.7,stormy,jam,1,drinks,motorcycle,1.0,no,metropolitian,29,3,0,15.0,evening,10.586595268060286,long
28.0,4.5,sunny,low,0,meal,motorcycle,0.0,no,metropolitian,15,2,0,10.0,morning,3.121378243248519,short
22.0,4.8,sunny,jam,2,drinks,electric_scooter,0.0,no,urban,10,4,1,10.0,evening,17.097925435353915,very_long
37.0,4.6,cloudy,medium,1,snack,motorcycle,1.0,no,urban,32,3,0,10.0,afternoon,,
32.0,4.2,windy,medium,2,snack,scooter,1.0,no,metropolitian,38,3,0,5.0,afternoon,10.867258681532135,long
39.0,4.6,stormy,low,2,meal,scooter,1.0,no,urban,29,4,1,10.0,morning,1.5148058859292481,short
35.0,4.8,fog,low,2,snack,electric_scooter,0.0,no,metropolitian,18,3,1,5.0,morning,1.5524171298912166,short
26.0,4.7,stormy,low,0,buffet,motorcycle,0.0,no,metropolitian,23,3,1,5.0,night,17.09819699771769,very_long
34.0,4.9,stormy,low,1,meal,scooter,1.0,no,metropolitian,28,4,0,5.0,night,10.427215010407021,long
,,,,3,buffet,scooter,1.0,no,metropolitian,17,3,0,,,1.5525876685610625,short
24.0,4.7,windy,low,1,meal,scooter,1.0,,urban,14,3,0,5.0,morning,1.4906380442411205,short
27.0,4.7,sunny,low,1,meal,scooter,1.0,no,metropolitian,22,3,0,5.0,morning,3.0408940852046724,short
37.0,4.6,stormy,medium,0,drinks,motorcycle,2.0,no,metropolitian,45,3,1,5.0,evening,13.830053479838845,long
39.0,4.3,windy,low,0,snack,motorcycle,1.0,no,metropolitian,22,3,0,5.0,,9.121491544069729,medium
23.0,4.7,windy,jam,2,drinks,scooter,1.0,no,urban,29,3,1,5.0,evening,13.829314445199353,long
25.0,4.7,stormy,jam,2,snack,electric_scooter,0.0,no,metropolitian,13,2,1,10.0,night,,
37.0,4.7,sunny,high,2,drinks,electric_scooter,1.0,no,metropolitian,22,3,0,10.0,morning,1.5524171298912166,short
24.0,4.1,stormy,medium,0,drinks,motorcycle,0.0,no,metropolitian,32,3,1,10.0,afternoon,12.099122314389794,long
28.0,4.8,fog,jam,0,buffet,motorcycle,1.0,no,urban,36,3,1,10.0,night,19.761706467413592,very_long
37.0,4.9,stormy,low,1,drinks,motorcycle,0.0,no,metropolitian,23,3,0,5.0,morning,1.5527001583674398,short
32.0,4.0,cloudy,high,1,snack,motorcycle,1.0,no,metropolitian,38,3,0,5.0,morning,2.979410112022739,short
27.0,4.9,cloudy,medium,1,meal,motorcycle,0.0,no,metropolitian,12,4,0,15.0,afternoon,9.348448896833318,medium
24.0,4.9,sunny,jam,1,meal,motorcycle,0.0,no,metropolitian,13,2,0,10.0,evening,17.166305939707204,very_long
32.0,4.8,cloudy,low,2,drinks,electric_scooter,0.0,no,metropolitian,16,3,0,5.0,morning,1.5368334425195926,short
37.0,4.2,fog,medium,2,snack,motorcycle,1.0,yes,metropolitian,43,4,0,5.0,afternoon,12.293508819559184,long
38.0,4.8,sandstorms,jam,2,buffet,electric_scooter,1.0,no,urban,32,3,0,15.0,night,,
38.0,3.8,windy,jam,1,buffet,motorcycle,2.0,no,metropolitian,42,4,0,15.0,evening,19.914686965545187,very_long
38.0,5.0,sandstorms,low,1,buffet,motorcycle,1.0,no,urban,25,2,1,10.0,morning,1.5136443701721216,short
38.0,4.0,fog,jam,2,meal,scooter,1.0,no,metropolitian,33,3,0,10.0,evening,9.31399060766806,medium
21.0,4.8,stormy,jam,2,snack,motorcycle,0.0,no,,14,3,0,5.0,evening,4.6576255671472415,short
26.0,4.7,stormy,jam,2,drinks,electric_scooter,0.0,no,metropolitian,13,4,0,10.0,evening,9.315071060294844,medium
25.0,4.9,windy,low,1,snack,scooter,1.0,no,metropolitian,17,3,0,5.0,night,10.587113705075845,long
27.0,5.0,windy,medium,0,meal,motorcycle,0.0,no,metropolitian,39,3,0,10.0,afternoon,13.763977224427641,long
33.0,4.2,stormy,low,0,buffet,motorcycle,1.0,no,metropolitian,27,3,0,10.0,night,9.315035594044879,medium
37.0,4.2,stormy,low,0,buffet,motorcycle,0.0,no,metropolitian,31,3,0,10.0,morning,3.1161417126181274,short
30.0,4.5,sunny,low,2,snack,scooter,1.0,no,metropolitian,27,3,0,15.0,night,12.257490517738452,long
39.0,4.8,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,21,3,0,5.0,night,9.220881802736846,medium
30.0,4.7,windy,low,2,snack,electric_scooter,1.0,no,metropolitian,17,2,0,15.0,night,20.287143464812583,very_long
38.0,4.7,cloudy,low,0,drinks,motorcycle,0.0,no,metropolitian,28,3,0,10.0,morning,1.5202946823347985,short
22.0,4.5,fog,jam,0,meal,motorcycle,0.0,no,urban,20,3,0,15.0,night,4.587980157997101,short
38.0,4.6,windy,medium,1,meal,motorcycle,0.0,no,metropolitian,20,3,1,15.0,evening,13.82927367256702,long
39.0,5.0,sandstorms,medium,2,meal,scooter,1.0,no,urban,30,3,0,10.0,afternoon,6.14707622035735,medium
33.0,4.5,sandstorms,low,0,drinks,motorcycle,1.0,no,metropolitian,26,3,0,15.0,night,7.790109178658858,medium
